Year,Afghanistan,Brazil,China,France,Germany ,India,Japan,Spain,United Kingdom
2068,61917.467,181260.85,1071902.771,56681.739,65598.07,1349519.738,78765.116,33065.687,64447.137
2069,61850.244,179337.821,1058977.319,56340.831,65148.903,1338319.252,77636.82,32619.553,64187.441
2070,61758.254,177385.995,1046063.098,56000.813,64703.115,1326838.611,76520.633,32179.373,63925.408
2071,61641.642,175407.543,1033167.643,55661.797,64260.636,1315089.268,75418.226,31746.131,63661.168
2072,61500.613,173404.368,1020296.924,55323.837,63821.439,1303082.937,74331.174,31320.743,63394.828
2073,61335.331,171378.113,1007447.072,54986.725,63384.599,1290830.48,73262.506,30904.627,63125.829
2074,61145.999,169330.28,994611.115,54650.182,62949.084,1278342.586,72215.444,30499.26,62853.376
2075,60932.816,167262.477,981785.407,54313.841,62514.097,1265630.032,71192.234,30105.752,62576.928
2076,60696.111,165176.466,968973.064,53977.653,62079.308,1252705.12,70194.362,29724.648,62296.379
2077,60436.177,163074.301,956181.633,53641.373,61644.934,1239579.267,69221.551,29356.063,62011.872
2078,60153.181,160958.276,943417.664,53304.144,61211.612,1226261.413,68271.89,28999.974,61723.486
2079,59847.296,158830.845,930689.323,52964.979,60780.299,1212759.706,67342.385,28656.114,61431.379
2080,59518.802,156694.266,918005.044,52623.091,60351.783,1199083.854,66430.524,28324.073,61135.78
2081,59168.108,154550.407,905369.463,52278.103,59926.204,1185244.793,65535.532,28003.703,60836.717
2082,58795.813,152400.858,892789.878,51930.012,59503.587,1171256.69,64657.259,27694.441,60534.399
2083,58402.501,150247.185,880280.871,51578.937,59084.379,1157136.69,63794.452,27394.813,60229.493
2084,57988.841,148090.835,867859.859,51225.15,58669.127,1142903.836,62945.843,27102.965,59922.816
2085,57555.559,145933.27,855540.994,50868.848,58258.19,1128575.699,62110.171,26817.251,59615.027
2086,57103.315,143776.085,843328.593,50509.955,57851.76,1114167.19,61286.524,26536.899,59306.388
2087,56632.875,141620.856,831225.441,50148.31,57449.858,1099690.485,60473.926,26261.243,58996.978
2088,56145.177,139468.884,819241.42,49783.979,57052.459,1085157.023,59670.975,25989.044,58687.055
2089,55641.251,137321.39,807387.024,49417.072,56659.464,1070577.117,58876.242,25718.949,58376.833
2090,55122.096,135179.635,795668.094,49047.648,56270.707,1055962.211,58088.477,25449.822,58066.46
2091,54588.681,133044.993,784084.162,48675.706,55886.105,1041325.722,57306.792,25180.88,57756.001
2092,54041.898,130918.961,772628.983,48301.153,55505.49,1026682.71,56530.591,24911.598,57445.427
2093,53482.62,128803.016,761292.036,47923.883,55128.715,1012049.274,55759.51,24641.668,57134.665
2094,52911.788,126698.717,750060.16,47543.752,54755.559,997441.779,54993.27,24370.872,56823.549
2095,52330.335,124607.519,738919.075,47160.635,54385.756,982876.207,54231.597,24099.04,56511.888
2096,51739.318,122530.835,727854.011,46774.43,54018.933,968367.909,53474.213,23825.956,56199.456
2097,51139.821,120470.027,716849.883,46385.046,53654.685,953931.403,52720.785,23551.371,55885.955
2098,50533.034,118426.366,705891.449,45992.415,53292.504,939580.492,51970.912,23275.009,55571.078
2099,49920.208,116401.04,694963.239,45596.511,52931.792,925328.122,51224.166,22996.552,55254.46
2100,49302.657,114395.21,684049.526,45197.303,52571.9,911186.501,50480.088,22715.652,54935.689
2020,38928.341,212559.409,1439323.774,65273.512,83783.945,1380004.385,126476.458,46754.783,67886.004
2021,39960.19,214058.922,1444051.119,65440.8,83730.258,1393987.46,126058.228,46725.727,68177.525
2022,41046.378,215514.92,1448185.7,65603.236,83670.153,1408082.237,125597.703,46684.782,68461.081
2023,42182.952,216925.956,1451748.24,65760.394,83603.589,1422230.387,125096.895,46632.666,68736.685
2024,43366.756,218290.642,1454760.23,65912.036,83530.592,1436381.591,124557.993,46570.173,69004.427
2025,44595.456,219607.706,1457243.887,66058.147,83451.224,1450493.533,123983.353,46498.063,69264.424
2026,45867.626,220876.011,1459222.302,66198.92,83365.648,1464532.298,123375.564,46417.112,69516.864
2027,47182.643,222094.527,1460719.331,66334.779,83274.036,1478471.916,122737.389,46328.119,69761.983
2028,48540.631,223262.357,1461759.176,66466.279,83176.66,1492293.501,122071.704,46231.826,70000.078
2029,49942.17,224378.699,1462365.837,66594.096,83073.752,1505983.476,121381.477,46128.996,70231.448
2030,51387.733,225442.878,1462561.228,66718.726,82965.486,1519528.517,120669.503,46020.278,70456.417
2031,52876.983,226454.361,1462363.288,66840.295,82851.875,1532910.217,119938.197,45906.084,70675.258
2032,54408.206,227412.713,1461784.146,66958.349,82732.653,1546100.364,119189.343,45786.655,70888.161
2033,55978.006,228317.658,1460829.523,67071.707,82607.288,1559058.878,118424.039,45661.901,71095.224
2034,57582.127,229169.012,1459500.74,67178.753,82475.063,1571739.634,117642.923,45531.541,71296.486
2035,59217.412,229966.717,1457800.831,67278.228,82335.357,1584107.135,116846.965,45395.382,71492.096
2036,60883.415,230710.917,1455737.897,67369.773,82187.965,1596146.742,116037.589,45253.286,71682.035
2037,62580.917,231401.784,1453322.69,67453.346,82032.744,1607856.374,115216.822,45105.286,71866.569
2038,64309.692,232039.505,1450563.383,67528.398,81869.086,1619231.129,114386.916,44951.348,72046.51
2039,66069.891,232624.329,1447468.184,67594.384,81696.31,1630271.49,113550.328,44791.469,72222.841
2040,67862.318,233156.687,1444044.209,67650.964,81513.917,1640982.14,112709.218,44625.497,72396.216
2041,69687.788,233637.006,1440299.84,67697.944,81321.894,1651361.177,111864.804,44453.244,72566.861
2042,71548.423,234066.17,1436239.913,67735.422,81120.363,1661418.461,111018.146,44274.28,72734.472
2043,73448.288,234445.817,1431863.708,67763.76,80909.18,1671187.051,110170.919,44087.82,72898.537
2044,75392.432,234777.96,1427167.909,67783.513,80688.25,1680710.764,109324.787,43892.907,73058.261
2045,77385.53,235064.347,1422152.173,67795.199,80457.689,1690025.928,108481.03,43688.666,73212.96
2046,79430.146,235305.886,1416823.855,67799.091,80217.751,1699146.413,107640.168,43474.857,73362.587
2047,81528.772,235503.26,1411192.852,67795.489,79969.086,1708079.703,106802.263,43251.177,73506.999
2048,83685.901,235657.78,1405265.051,67785.044,79712.867,1716847.921,105967.411,43016.807,73645.388
2049,85906.463,235770.738,1399046.678,67768.601,79450.519,1725474.012,105135.483,42770.842,73776.726
2050,88194.727,235843.278,1392546.442,67746.855,79183.384,1733975.607,104305.993,42512.622,73900.33
2051,90553.444,235876.203,1385775.069,67720.392,78912.331,1742363.108,103479.095,42242.007,74016.011
2052,92984.635,235869.982,1378747.383,67689.628,78638.059,1750639.479,102653.878,41959.182,74124.012
2053,95490.769,235824.816,1371482.242,67654.957,78361.752,1758804.08,101827.39,41664.33,74224.567
2054,98074.007,235740.687,1364001.464,67616.699,78084.56,1766851.75,100995.824,41357.787,74318.096
2055,100736.152,235617.6,1356326.34,67575.269,77807.625,1774776.562,100156.218,41040.028,74405.067
2056,103479.182,235456.104,1348472.054,67531.121,77531.69,1782580.012,99307.818,40711.393,74485.697
2057,106304.199,235256.552,1340455.571,67484.862,77257.611,1790258.724,98450.809,40372.541,74560.394
2058,109210.907,235018.565,1332302.442,67437.315,76986.777,1797794.886,97584.313,40024.468,74630.136
2059,112198.276,234741.517,1324040.953,67389.389,76720.667,1805165.043,96707.672,39668.424,74696.117
2060,115265.69,234425.104,1315695.978,67341.876,76460.474,1812350.736,95820.687,39305.62,74759.382
2061,118414.326,234069.643,1307283.65,67295.188,76206.732,1819347.146,94923.491,38936.991,74820.327
2062,121645.391,233675.788,1298817.263,67249.702,75959.648,1826153.723,94016.984,38563.441,74879.318
2063,124958.295,233244.249,1290314.635,67206.077,75719.592,1832762.051,93103.06,38186.142,74937.249
2064,128352.135,232775.851,1281793.133,67165.021,75486.767,1839163.882,92184.197,37806.27,74995.076
2065,131826.749,232271.455,1273267.131,67127.034,75261.191,1845354.666,91262.783,37425.083,75053.51
2066,135383.665,231732.039,1264748.631,67092.448,75043.055,1851334.918,90340.197,37043.579,75112.978
2067,139025.228,231158.46,1256244.632,67061.252,74831.988,1857109.916,89417.988,36662.92,75173.458
2068,142753.464,230551.52,1247757.145,67033.222,74626.712,1862687.276,88499.071,36284.612,75234.554
2069,146570.783,229911.961,1239284.59,67007.965,74425.545,1868077.699,87586.77,35910.274,75295.545
2070,150480.07,229240.829,1230826.074,66985.1,74227.082,1873293.239,86684.04,35541.364,75355.936
2071,154484.148,228539.422,1222387.743,66964.537,74030.998,1878342.183,85792.186,35178.743,75415.674
2072,158586.761,227809.424,1213973.974,66946.167,73837.175,1883237.041,84912.619,34823.236,75474.817
2073,162793.124,227052.789,1205579.617,66929.591,73644.697,1888000.429,84048.268,34476.227,75532.851
2074,167109.22,226271.703,1197196.484,66914.358,73452.596,1892659.336,83202.36,34139.151,75589.127
2075,171540.778,225468.364,1188819.991,66900.021,73260.217,1897237.912,82377.209,33813.105,75643.212
2076,176092.141,224644.43,1180452.069,66886.422,73067.196,1901750.541,81574.209,33498.58,75695.007
2077,180767.626,223801.873,1172099.81,66873.362,72873.835,1906209.828,80793.061,33195.631,75744.653
2078,185572.985,222943.498,1163770.48,66860.305,72681.043,1910635.864,80032.144,32904.216,75792.353
2079,190514.353,222072.416,1155473.563,66846.653,72490.168,1915049.635,79288.698,32624.101,75838.439
2080,195597.427,221191.419,1147218.224,66831.975,72302.311,1919469.133,78560.553,32354.862,75883.225
2081,200826.903,220302.391,1139008.37,66815.989,72117.769,1923906.751,77847.043,32096.342,75926.816
2082,206207.009,219406.892,1130850.104,66798.719,71936.644,1928371.528,77148.125,31848.015,75969.401
2083,211742.385,218506.893,1122757.719,66780.462,71759.711,1932872.933,76462.901,31608.473,76011.707
2084,217437.575,217604.211,1114748.292,66761.699,71587.828,1937418.756,75790.369,31375.971,76054.582
2085,223296.842,216700.515,1106835.186,66742.777,71421.655,1942015.142,75129.61,31148.953,76098.732
2086,229324.575,215797.287,1099021.336,66723.689,71261.473,1946669.465,74479.825,30926.656,76144.384
2087,235524.552,214895.646,1091307.531,66704.292,71107.315,1951385.177,73840.145,30708.5,76191.578
2088,241899.589,213996.241,1083701.394,66684.673,70959.154,1956158.746,73209.455,30493.261,76240.522
2089,248451.983,213099.384,1076210.683,66664.959,70816.828,1960983.135,72586.485,30279.693,76291.425
2090,255184.395,212205.476,1068838.446,66645.156,70680.132,1965853.196,71970.202,30066.732,76344.311
2091,262100.135,211315.122,1061581.329,66625.21,70548.864,1970767.514,71359.75,29853.611,76399.172
2092,269203.042,210429.103,1054430.156,66604.958,70422.758,1975727.729,70754.549,29639.847,76455.852
2093,276497.293,209548.183,1047371.261,66584.164,70301.538,1980737.049,70154.141,29425.148,76514.103
2094,283987.032,208673.112,1040388.182,66562.585,70184.826,1985798.533,69558.125,29209.308,76573.594
2095,291676.25,207804.428,1033463.041,66539.919,70072.13,1990913.444,68966.094,28992.155,76633.959
2096,299568.583,206942.456,1026577.043,66515.868,69962.863,1996080.719,68377.643,28773.473,76694.745
2097,307667.316,206087.255,1019710.783,66490.161,69856.274,2001296.649,67792.264,28553.058,76755.426
2098,315975.366,205238.663,1012844.37,66462.46,69751.523,2006554.796,67209.426,28330.63,76815.461
2099,324495.284,204396.242,1005957.289,66432.485,69647.628,2011846.031,66628.569,28105.896,76874.248
2100,333229.266,203559.308,999028.416,66399.911,69543.468,2017158.617,66049.028,27878.517,76931.107
2020,38928.341,212559.409,1439323.774,65273.512,83783.945,1380004.385,126476.458,46754.783,67886.004
2021,39506.646,214442.894,1446858.788,65480.975,84048.369,1393868.854,126351.612,46867.423,68298.556
2022,39962.09,216440.562,1454846.192,65716.953,84240.58,1407758.012,126310.728,47013.96,68718.782
2023,40341.1,218498.123,1462928.383,65970.684,84380.705,1421638.1,126313.082,47178.827,69141.426
2024,40709.387,220537.099,1470600.681,66225.06,84500.872,1435452.001,126298.999,47340.424,69558.519
2025,41115.887,222498.977,1477492.954,66467.588,84624.733,1449152.971,126224.792,47482.88,69964.197
2026,41576.718,224365.748,1483482.018,66695.455,84756.879,1462727.414,126077.892,47600.285,70357.165
2027,42082.625,226148.793,1488654.759,66912.684,84889.898,1476173.71,125870.176,47695.803,70739.247
2028,42626.173,227854.622,1493108.264,67121.434,85021.509,1489468.47,125612.03,47773.669,71111.443
2029,43190.824,229499.54,1497021.344,67325.844,85146.364,1502586.324,125322.524,47841.841,71475.688
2030,43764.362,231095.354,1500528.414,67528.75,85260.588,1515502.528,125015.941,47906.167,71833.495
2031,44347.293,232640.139,1503643.894,67730.128,85364.874,1528202.781,124693.576,47966.782,72185.103
2032,44945.734,234126.597,1506323.815,67928.003,85461.623,1540667.105,124350.473,48021.174,72530.112
2033,45558.645,235556.078,1508581.73,68121.244,85550.352,1552858.736,123987.869,48069.564,72868.834
2034,46184.912,236930.564,1510426.564,68308.195,85630.421,1564735.364,123606.481,48111.961,73201.545
2035,46822.911,238252.049,1511871.8,68487.589,85701.34,1576264.561,123207.417,48148.374,73528.647
2036,47471.094,239521.807,1512937.179,68659.21,85763.288,1587433.036,122792.702,48179.033,73850.452
2037,48126.751,240741.394,1513651.123,68823.171,85816.458,1598239.073,122364.864,48204.206,74167.565
2038,48785.508,241913.557,1514046.288,68978.932,85860.468,1608678.386,121926.086,48223.967,74481.03
2039,49442.103,243041.557,1514159.494,69125.969,85894.874,1618751.719,121478.671,48238.335,74792.119
2040,50091.956,244128.382,1514023.769,69264.015,85919.503,1628463.702,121024.969,48247.28,75101.88
2041,50732.905,245176.242,1513658.672,69393.037,85934.985,1637812.211,120567.104,48250.949,75410.867
2042,51362.947,246187.145,1513082.877,69513.465,85942.218,1646806.65,120107.372,48249.273,75719.359
2043,51977.799,247163.568,1512326.682,69626.128,85941.883,1655479.179,119648.416,48241.602,76027.616
2044,52572.783,248108.112,1511422.168,69732.138,85934.812,1663872.476,119192.98,48227.121,76335.788
2045,53144.354,249023.216,1510394.699,69832.556,85922.131,1672021.414,118743.732,48205.247,76644.024
2046,53690.523,249910.502,1509263.849,69927.839,85904.703,1679939.659,118301.986,48175.992,76952.597
2047,54211.098,250771.945,1508036.797,70018.547,85884.227,1687632.942,117869.729,48139.647,77261.758
2048,54706.861,251610.787,1506709.946,70105.991,85863.926,1695118.353,117450.991,48096.274,77571.679
2049,55179.663,252430.58,1505271.843,70191.75,85847.674,1702412.496,117050.389,48046.031,77882.456
2050,55631.156,253234.064,1503715.011,70277.073,85838.756,1709528.268,116671.292,47989.186,78194.171
2051,56061.535,254022.274,1502047.934,70362.748,85838.592,1716474.523,116315.002,47925.866,78506.912
2052,56471.106,254795.353,1500280.596,70449.126,85848.165,1723254.964,115980.893,47856.594,78820.717
2053,56861.928,255553.775,1498408.612,70536.504,85869.635,1729869.617,115667.768,47782.566,79135.493
2054,57236.595,256297.582,1496424.851,70624.946,85905.284,1736314.895,115373.404,47705.339,79451.065
2055,57597.338,257026.354,1494327.45,70714.615,85956.715,1742586.574,115095.621,47626.157,79767.27
2056,57945.085,257740.425,1492119.598,70805.904,86024.928,1748686.384,114834.109,47545.622,80084.183
2057,58280.626,258438.549,1489814.64,70899.226,86109.888,1754611.851,114587.726,47463.978,80401.826
2058,58605.998,259116.595,1487434.084,70994.71,86210.758,1760348.559,114352.186,47381.586,80719.881
2059,58923.448,259769.045,1485005.442,71092.441,86326.079,1765877.335,114122.086,47298.719,81038.044
2060,59234.667,260391.62,1482552.038,71192.517,86454.488,1771183.256,113893.219,47215.593,81356.068
2061,59540.357,260983.146,1480085.877,71295.065,86595.623,1776262.915,113664.199,47132.917,81673.845
2062,59840.487,261543.627,1477614.583,71400.315,86749.039,1781116.665,113434.851,47051.043,81991.606
2063,60134.881,262071.634,1475151.894,71508.619,86913.016,1785738.411,113203.88,46969.6,82309.79
2064,60422.956,262565.853,1472711.385,71620.38,87085.477,1790122.288,112970.279,46887.879,82629.007
2065,60704,263025.682,1470305.003,71735.874,87264.636,1794265.518,112733.661,46805.6,82949.763
2066,60977.929,263451.032,1467944.146,71855.272,87449.701,1798169.477,112493.802,46723.101,83272.273
2067,61244.082,263842.829,1465637.001,71978.508,87640.072,1801839.468,112251.627,46641.396,83596.52
2068,61500.412,264203.005,1463387.764,72105.453,87834.521,1805282.672,112009.512,46561.726,83922.486
2069,61744.275,264534.233,1461198.251,72235.866,88031.774,1808508.904,111770.712,46485.695,84250.08
2070,61973.511,264839.207,1459071.535,72369.516,88230.876,1811529.159,111538.256,46414.748,84579.263
2071,62187.298,265119.622,1457014.516,72506.382,88431.479,1814351.442,111313.156,46349.51,84910.205
2072,62385.242,265377.455,1455035.538,72646.422,88633.553,1816987.45,111096.862,46290.787,85243.145
2073,62566.139,265616.192,1453140.727,72789.483,88836.938,1819457.161,110893.38,46240.341,85578.057
2074,62728.807,265839.807,1451336.219,72935.412,89041.653,1821784.309,110707.466,46200.233,85914.929
2075,62872.409,266051.987,1449628.314,73084.07,89247.977,1823990.33,110542.806,46172.057,86253.831
2076,62996.602,266255.109,1448022.534,73235.418,89456.046,1826088.527,110401.481,46156.509,86594.907
2077,63101.454,266451.597,1446525.575,73389.346,89666.649,1828090.894,110283.862,46153.773,86938.504
2078,63187.175,266645.119,1445146.202,73545.609,89881.7,1830015.8,110189.634,46164.114,87285.177
2079,63254.18,266839.665,1443894.041,73703.882,90103.627,1831882.526,110117.654,46187.591,87635.574
2080,63303.134,267038.609,1442777.395,73863.944,90334.513,1833707.835,110067.098,46224.083,87990.292
2081,63334.468,267244.084,1441799.617,74025.601,90575.134,1835503.569,110038.044,46273.658,88349.536
2082,63349.044,267457.616,1440964.377,74188.948,90826.015,1837278.834,110031.189,46336.014,88713.505
2083,63348.415,267681.061,1440280.169,74354.309,91088.751,1839043.335,110046.924,46410.076,89082.849
2084,63334.534,267916.017,1439756.409,74522.229,91365.018,1840805.457,110085.754,46494.434,89458.282
2085,63309.196,268163.68,1439399.11,74693.043,91656.042,1842572.068,110147.787,46587.847,89840.329
2086,63273.537,268425.187,1439206.709,74866.743,91962.378,1844351.036,110232.684,46689.678,90229.138
2087,63228.703,268700.956,1439174.96,75043.103,92283.947,1846146.779,110339.56,46799.405,90624.549
2088,63176.599,268990.378,1439302.463,75222.057,92620.649,1847957.896,110467.353,46916.015,91026.376
2089,63119.279,269292.196,1439586.77,75403.436,92972.066,1849780.056,110614.667,47038.418,91434.24
2090,63058.611,269605.382,1440021.781,75587.072,93337.604,1851610.477,110780.099,47165.633,91847.768
2091,62996.008,269929.296,1440596.934,75772.705,93716.609,1853449.549,110962.279,47296.881,92266.563
2092,62932.571,270263.644,1441297.496,75960.05,94108.274,1855300.196,111159.877,47431.544,92690.222
2093,62869.144,270608.242,1442105.237,76148.773,94511.638,1857166.717,111371.533,47569.108,93118.357
2094,62806.506,270962.785,1442999.319,76338.48,94925.518,1859053.222,111595.694,47709.097,93550.429
2095,62745.509,271326.621,1443956.975,76528.722,95348.505,1860962.332,111830.659,47851.034,93985.843
2096,62687.053,271698.621,1444953.811,76719.023,95778.904,1862894.693,112074.45,47994.393,94423.832
2097,62632.21,272077.224,1445963.93,76908.83,96214.757,1864848.715,112324.864,48138.591,94863.521
2098,62582.134,272460.33,1446960.003,77097.524,96653.813,1866820.471,112579.416,48283.005,95303.89
2099,62538.133,272845.37,1447913.216,77284.444,97093.564,1868803.775,112835.394,48426.966,95743.793
2100,62501.612,273229.311,1448793.224,77468.905,97531.202,1870790.237,113089.798,48569.716,96181.919
2020,38928.341,212559.409,1439323.774,65273.512,83783.945,1380004.385,126476.458,46754.783,67886.004
2021,39907.903,213981.105,1444514.487,65376.946,83595.262,1393820.333,125971.779,46696.948,68024.772
2022,40892.996,215334.782,1449150.713,65472.075,83397.503,1407519.672,125434.215,46628.517,68151.049
2023,41882.876,216620.388,1453248.259,65558.956,83190.833,1421056.407,124865.141,46550.299,68265.096
2024,42876.847,217838.243,1456824.246,65637.758,82975.341,1434391.161,124266.159,46463.097,68367.138
2025,43874.196,218989.019,1459897.171,65708.798,82751.088,1447491.167,123639.037,46367.66,68457.299
2026,44874.23,220073.804,1462486.991,65772.482,82518.088,1460330.577,122985.704,46264.701,68535.642
2027,45876.276,221094.024,1464614.987,65829.37,82276.309,1472890.123,122308.299,46154.922,68602.145
2028,46879.658,222051.428,1466303.379,65880.129,82025.722,1485156.375,121609.093,46038.984,68656.779
2029,47883.695,222947.94,1467574.68,65925.424,81766.22,1497120.183,120890.42,45917.475,68699.445
2030,48887.692,223785.332,1468449.611,65965.791,81497.707,1508772.543,120154.535,45790.902,68730.168
2031,49890.9,224564.853,1468944.999,66001.454,81220.129,1520100.037,119403.348,45659.651,68749.136
2032,50892.466,225286.905,1469071.855,66032.114,80933.436,1531080.852,118638.323,45523.953,68756.885
2033,51891.47,225950.904,1468834.603,66056.96,80637.642,1541683.131,117860.344,45383.827,68754.211
2034,52886.94,226555.672,1468233.339,66074.779,80332.758,1551869.716,117069.959,45239.2,68742.162
2035,53877.894,227100.577,1467270.577,66084.603,80018.818,1561612.338,116268.002,45089.98,68721.664
2036,54863.532,227586.13,1465953.681,66086.234,79695.852,1570898.244,115455.633,44936.066,68693.021
2037,55843.008,228013.571,1464294.436,66079.588,79363.77,1579726.551,114634.646,44777.419,68656.588
2038,56815.338,228384.044,1462304.521,66063.925,79022.054,1588097.296,113807.066,44613.915,68613.412
2039,57779.484,228698.984,1459996.894,66038.406,78670.053,1596016.111,112975.228,44445.407,68564.716
2040,58734.503,228959.751,1457382.388,66002.436,78307.345,1603489.693,112141.155,44271.666,68511.367
2041,59679.655,229167.046,1454471.282,65955.831,77934.07,1610517.188,111305.893,44092.426,68453.775
2042,60614.216,229321.755,1451268.445,65898.764,77550.553,1617102.9,110470.316,43907.287,68391.776
2043,61537.226,229425.736,1447772.613,65831.596,77156.863,1623266.672,109635.975,43715.475,68324.93
2044,62447.739,229481.104,1443979.148,65754.874,76753.138,1629034.554,108804.411,43516.092,68252.461
2045,63344.902,229489.581,1439887.123,65669.203,76339.669,1634428.229,107976.78,43308.325,68173.705
2046,64228.001,229452.298,1435503.993,65574.804,75916.8,1639456.151,107153.533,43091.93,68088.66
2047,65096.57,229369.651,1430841.415,65472.023,75485.326,1644123.051,106334.628,42866.525,67997.21
2048,65950.563,229241.795,1425908.395,65361.611,75046.535,1648442.159,105519.941,42631.17,67898.466
2049,66790.113,229068.565,1420715.119,65244.464,74602.125,1652427.189,104709.068,42384.749,67791.274
2050,67615.193,228849.905,1415273.222,65121.354,74153.546,1656088.63,103901.349,42126.509,67674.825
2051,68425.427,228586.373,1409594.63,64992.92,73701.776,1659434.506,103096.911,41856.227,67548.959
2052,69220.236,228278.601,1403693.652,64859.614,73247.531,1662467.007,102294.877,41574.158,67413.857
2053,69999.168,227926.686,1397587.952,64721.958,72791.745,1665182.87,101492.469,41280.538,67269.644
2054,70761.721,227530.639,1391297.365,64580.384,72335.3,1667574.949,100686.066,40975.817,67116.603
2055,71507.409,227090.592,1384841.575,64435.428,71879.123,1669637.864,99872.889,40660.559,66955.097
2056,72235.821,226607.018,1378235.303,64287.592,71423.918,1671372.358,99052.292,40335.149,66785.316
2057,72946.507,226080.53,1371495.675,64137.549,70970.577,1672780.721,98224.52,40000.235,66607.688
2058,73638.862,225511.648,1364647.981,63986.058,70520.502,1673860.624,97389.048,39656.927,66423.198
2059,74312.279,224900.965,1357720.343,63833.94,70075.28,1674609.068,96545.538,39306.563,66233.002
2060,74966.14,224249.121,1350737.287,63681.956,69636.151,1675023.843,95694.099,38950.44,66038.163
2061,75600.036,223556.943,1343714.016,63530.535,69203.697,1675107.018,94834.955,38589.573,65839.143
2062,76213.574,222825.249,1336662.858,63380.131,68778.084,1674859.706,93969.164,38224.877,65636.403
2063,76806.241,222054.791,1329600.995,63231.548,68359.577,1674278.053,93098.769,37857.521,65430.993
2064,77377.542,221246.368,1322545.2,63085.65,67948.235,1673356.95,92226.469,37488.715,65224.099
2065,77927.022,220400.877,1315508.942,62943.057,67543.986,1672094.664,91354.808,37119.7,65016.634
2066,78454.389,219519.448,1308503.871,62804.203,67147.03,1670494.629,90485.233,36751.501,64809.175
2067,78959.367,218603.39,1301535.486,62669.086,66757.141,1668564.808,89619.284,36385.32,64601.8
2068,79441.678,217654.207,1294602.262,62537.537,66373.227,1666314.339,88759.788,36022.696,64394.31
2069,79901.024,216673.556,1287698.192,62409.161,65993.774,1663754.803,87909.971,35665.32,64186.201
2070,80337.22,215663.14,1280819.107,62283.609,65617.606,1660898.285,87072.659,35314.696,63977.146
2071,80750.11,214624.576,1273969.401,62160.767,65244.532,1657753.327,86249.113,34971.684,63767.266
2072,81139.669,213559.505,1267153.733,62040.618,64874.545,1654331.012,85440.653,34637.145,63556.773
2073,81505.984,212469.595,1260368.176,61922.924,64506.996,1650649.792,84650.01,34312.373,63345.325
2074,81849.18,211356.572,1253606.81,61807.431,64141.182,1646731.101,83880.202,33998.757,63132.498
2075,82169.453,210222.263,1246866.682,61693.881,63776.679,1642594.007,83133.313,33697.348,62918.059
2076,82466.922,209068.285,1240149.768,61582.129,63413.3,1638252.76,82410.631,33408.616,62702.018
2077,82741.714,207896.699,1233462.35,61471.895,63051.462,1633718.194,81711.777,33132.598,62484.66
2078,82993.99,206710.311,1226811.34,61362.479,62692.33,1629002.005,81034.912,32869.282,62266.277
2079,83223.895,205512.269,1220205.685,61253.055,62337.462,1624114.877,80377.099,32618.405,62047.31
2080,83431.683,204305.322,1213654.182,61142.966,61988.185,1619067.918,79735.996,32379.547,61828.159
2081,83617.618,203091.466,1207160.65,61031.851,61644.885,1613871.339,79110.836,32152.545,61608.99
2082,83782.112,201872.185,1200731.248,60919.693,61307.768,1608537.754,78501.515,31936.831,61390.099
2083,83925.63,200649.093,1194380.314,60806.698,60977.6,1603083.214,77907.059,31730.951,61172.226
2084,84048.684,199423.61,1188124.917,60693.296,60655.29,1597525.253,77326.506,31533.096,60956.251
2085,84151.85,198197.148,1181978.459,60579.735,60341.47,1591878.447,76758.887,31341.635,60742.891
2086,84235.587,196971.104,1175943.718,60465.945,60036.425,1586154.455,76203.401,31155.805,60532.401
2087,84300.421,195746.839,1170021.409,60351.641,59740.173,1580359.41,75659.179,30974.966,60324.841
2088,84347.002,194525.54,1164219.366,60236.774,59452.624,1574495.224,75125.033,30797.965,60120.414
2089,84376.053,193308.221,1158545.645,60121.264,59173.555,1568560.534,74599.668,30623.517,59919.23
2090,84388.282,192095.884,1153003.43,60004.973,58902.666,1562556.022,74082.049,30450.576,59721.372
2091,84384.308,190889.439,1147589.257,59887.752,58639.624,1556486.19,73571.377,30278.381,59526.754
2092,84364.742,189689.725,1142293.615,59769.347,58384.066,1550358.735,73067.16,30106.442,59335.197
2093,84330.181,188497.516,1137102.417,59649.495,58135.509,1544183.069,72569.093,29934.439,59146.455
2094,84281.181,187313.496,1131998.637,59527.893,57893.428,1537968.615,72076.93,29762.153,58960.134
2095,84218.399,186138.23,1126963.852,59404.197,57657.107,1531723.247,71590.457,29589.403,58775.836
2096,84142.472,184972.217,1121978.818,59278.069,57425.733,1525452.772,71109.437,29415.984,58593.06
2097,84054.122,183815.828,1117023.672,59149.158,57198.333,1519160.571,70633.556,29241.687,58411.232
